transaction_id,amount,time_hour,location,device,gender,region,label
605,129.43,19,UK,mobile,Female,Rural,0
606,466.17,17,UK,web,Male,Urban,0
607,214.27,13,India,web,Male,Urban,0
608,370.63,1,USA,mobile,Male,Rural,0
609,508.38,8,Germany,mobile,Male,Rural,0
610,693.49,4,India,mobile,Male,Rural,0
611,48.92,19,India,mobile,Female,Rural,0
612,801.42,0,Germany,web,Female,Rural,1
613,631.62,22,India,web,Male,Urban,0
614,90.94,2,USA,mobile,Male,Urban,0
615,874.84,5,USA,mobile,Male,Urban,0
616,921.66,4,UK,mobile,Female,Rural,0
617,70.47,20,India,web,Male,Rural,0
618,284.11,4,UK,web,Male,Rural,0
619,808.14,0,India,mobile,Male,Rural,0
620,750.78,16,USA,mobile,Female,Rural,1
621,192.68,18,USA,web,Male,Rural,0
622,217.26,13,USA,mobile,Female,Urban,0
623,376.77,11,India,mobile,Female,Urban,1
624,489.68,9,USA,web,Female,Urban,0
625,622.07,19,India,mobile,Female,Urban,0
626,375.22,20,UK,web,Female,Urban,0
627,467.91,17,India,mobile,Female,Rural,0
628,750.0,23,UK,mobile,Male,Rural,0
629,46.32,10,India,web,Male,Rural,0
630,259.91,1,UK,web,Male,Rural,0
631,716.22,17,USA,mobile,Female,Rural,1
632,896.25,6,UK,web,Male,Rural,0
633,516.56,23,USA,mobile,Female,Urban,0
634,536.79,14,USA,mobile,Female,Rural,0
635,116.1,10,UK,web,Female,Rural,0
636,452.94,17,India,mobile,Male,Rural,0
637,537.29,22,India,mobile,Female,Rural,1
638,250.05,11,Germany,web,Female,Urban,0
639,276.55,5,India,web,Male,Urban,0
640,383.51,19,Germany,mobile,Male,Rural,1
641,29.87,22,India,web,Female,Urban,0
642,328.86,12,India,web,Female,Urban,0
643,219.33,19,USA,web,Male,Rural,0
644,334.22,15,Germany,web,Male,Rural,0
645,128.56,17,India,mobile,Male,Rural,1
646,891.62,9,Germany,mobile,Female,Rural,0
647,597.66,22,USA,mobile,Male,Rural,0
648,682.31,7,USA,web,Male,Urban,0
649,791.28,17,Germany,web,Male,Rural,0
650,503.46,20,USA,web,Female,Rural,0
651,96.05,0,UK,web,Male,Rural,0
652,541.74,22,UK,web,Male,Urban,0
653,590.97,7,USA,web,Male,Rural,0
654,747.99,5,UK,web,Male,Rural,0
655,437.34,4,India,mobile,Male,Rural,0
656,136.3,14,Germany,mobile,Female,Urban,0
657,290.94,21,India,web,Female,Rural,1
658,369.45,14,Germany,web,Female,Rural,0
659,649.46,1,USA,web,Male,Rural,0
660,575.07,0,India,mobile,Female,Urban,0
661,362.54,22,USA,mobile,Female,Rural,0
662,986.65,22,USA,web,Female,Rural,0
663,609.72,10,Germany,web,Male,Rural,0
664,244.85,9,Germany,mobile,Male,Urban,0
665,110.76,17,Germany,mobile,Female,Rural,0
666,161.33,17,India,mobile,Female,Rural,1
667,253.5,16,UK,mobile,Male,Rural,0
668,169.07,7,Germany,web,Male,Urban,0
669,194.7,14,Germany,mobile,Female,Urban,0
670,292.24,7,India,mobile,Male,Rural,0
671,181.64,16,Germany,web,Female,Urban,0
672,897.8,11,India,mobile,Male,Urban,0
673,89.43,7,USA,mobile,Female,Urban,0
674,529.27,13,Germany,mobile,Female,Rural,0
675,416.29,3,Germany,web,Male,Rural,1
676,982.55,0,USA,mobile,Female,Urban,0
677,120.92,0,USA,web,Female,Urban,0
678,403.88,18,USA,web,Female,Urban,0
679,969.78,15,Germany,mobile,Male,Rural,1
680,866.85,13,UK,mobile,Male,Rural,0
681,818.9,20,UK,mobile,Male,Urban,1
682,265.32,15,UK,mobile,Female,Urban,0
683,179.18,4,Germany,web,Male,Urban,0
684,671.96,8,USA,mobile,Female,Urban,0
685,930.08,1,Germany,mobile,Female,Rural,1
686,561.2,17,USA,mobile,Male,Urban,0
687,575.9,5,Germany,web,Male,Rural,0
688,287.18,8,Germany,mobile,Female,Urban,0
689,771.8,0,USA,mobile,Female,Urban,0
690,195.17,8,UK,web,Male,Urban,0
691,330.44,15,USA,web,Male,Urban,0
692,431.18,12,India,mobile,Male,Urban,0
693,512.53,8,India,mobile,Female,Rural,0
694,249.99,20,USA,mobile,Female,Urban,0
695,123.69,12,Germany,mobile,Female,Urban,0
696,614.51,8,India,mobile,Female,Urban,0
697,295.74,10,India,web,Female,Rural,0
698,585.43,3,Germany,web,Male,Rural,0
699,162.82,1,Germany,mobile,Male,Rural,0
700,486.33,5,UK,mobile,Female,Rural,1
701,537.26,13,Germany,web,Female,Urban,0
702,61.31,3,USA,mobile,Male,Urban,0
703,343.24,5,USA,mobile,Male,Urban,0
704,143.07,18,UK,mobile,Male,Rural,0
705,72.74,5,India,mobile,Male,Urban,0
706,990.06,1,India,mobile,Female,Urban,1
707,329.13,17,Germany,web,Male,Rural,0
708,811.78,12,USA,mobile,Female,Rural,1
709,262.09,8,India,mobile,Male,Rural,0
710,684.69,22,UK,mobile,Male,Urban,0
711,762.63,18,UK,web,Male,Urban,0
712,599.68,12,USA,web,Female,Rural,1
713,476.86,10,UK,web,Female,Urban,0
714,417.72,0,UK,web,Male,Rural,0
715,355.38,23,USA,mobile,Female,Rural,0
716,930.23,21,Germany,web,Female,Urban,0
717,832.31,6,Germany,mobile,Male,Rural,0
718,965.38,20,UK,mobile,Male,Rural,1
719,133.05,14,Germany,web,Female,Rural,0
720,733.56,0,Germany,web,Female,Urban,1
721,938.96,11,UK,web,Female,Rural,1
722,189.42,6,Germany,web,Male,Rural,0
723,75.83,14,UK,web,Male,Rural,0
724,743.71,20,India,mobile,Female,Rural,0
725,578.73,18,USA,web,Male,Rural,0
726,843.41,0,USA,web,Male,Rural,0
727,148.37,16,Germany,web,Female,Rural,1
728,797.31,16,Germany,mobile,Female,Urban,1
729,209.61,2,Germany,web,Male,Urban,0
730,172.02,11,USA,mobile,Male,Rural,0
731,172.62,5,India,web,Female,Urban,0
732,816.43,10,India,web,Male,Urban,0
733,668.55,2,USA,mobile,Male,Rural,1
734,527.83,7,India,web,Female,Urban,0
735,365.24,13,USA,mobile,Female,Rural,0
736,878.43,13,India,mobile,Male,Rural,1
737,398.52,9,UK,mobile,Male,Rural,1
738,818.43,1,UK,web,Male,Rural,1
739,444.74,13,USA,web,Female,Rural,1
740,383.17,8,India,web,Male,Urban,0
741,468.05,2,Germany,mobile,Male,Rural,0
742,308.36,20,India,web,Female,Urban,0
743,750.13,7,UK,mobile,Female,Rural,1
744,507.69,15,UK,web,Male,Rural,0
745,239.89,1,India,mobile,Female,Rural,0
746,900.58,5,India,mobile,Female,Urban,0
747,390.05,20,Germany,mobile,Male,Rural,0
748,548.12,11,Germany,web,Female,Rural,0
749,907.41,4,India,mobile,Female,Rural,0
750,628.0,1,India,mobile,Male,Rural,1
751,125.73,15,India,mobile,Female,Urban,1
752,940.43,4,India,mobile,Male,Rural,0
753,631.43,14,USA,mobile,Male,Urban,0
754,341.56,11,India,mobile,Female,Rural,0
755,147.88,3,Germany,web,Female,Urban,0
756,796.08,14,UK,web,Female,Urban,0
757,623.87,10,USA,mobile,Male,Rural,1
758,538.13,15,India,web,Female,Rural,0
759,894.95,22,UK,web,Male,Urban,1
760,790.71,5,USA,mobile,Female,Rural,1
761,160.16,13,UK,mobile,Female,Rural,0
762,318.6,17,India,mobile,Female,Rural,0
763,256.0,11,India,web,Male,Urban,0
764,746.51,10,Germany,mobile,Female,Rural,1
765,43.2,12,India,web,Female,Rural,0
766,574.19,20,India,mobile,Male,Rural,0
767,764.83,22,USA,web,Male,Urban,1
768,878.0,10,Germany,mobile,Female,Rural,1
769,348.66,22,USA,mobile,Female,Urban,0
770,823.04,15,UK,web,Female,Rural,0
771,119.53,14,India,web,Male,Urban,0
772,847.99,20,UK,web,Male,Rural,0
773,136.21,14,USA,web,Male,Rural,0
774,403.31,3,India,web,Male,Urban,0
775,799.32,10,India,web,Female,Urban,1
776,158.42,18,USA,mobile,Male,Urban,0
777,236.96,14,USA,web,Male,Rural,0
778,725.03,3,USA,mobile,Male,Rural,0
779,722.84,20,USA,mobile,Female,Rural,1
780,644.74,12,USA,web,Female,Rural,0
781,697.01,21,India,mobile,Male,Urban,0
782,547.3,18,USA,web,Male,Rural,0
783,259.28,1,India,web,Female,Rural,0
784,352.24,13,India,mobile,Female,Rural,0
785,189.78,3,USA,mobile,Female,Rural,0
786,909.37,15,USA,web,Female,Rural,1
787,587.56,20,Germany,web,Female,Rural,0
788,406.84,19,India,mobile,Female,Rural,0
789,467.39,13,USA,mobile,Female,Urban,0
790,947.81,14,USA,mobile,Female,Rural,0
791,161.82,2,USA,mobile,Male,Rural,0
792,590.37,7,Germany,web,Male,Rural,0
793,510.83,15,Germany,web,Male,Rural,0
794,615.34,9,UK,web,Male,Urban,0
795,27.93,3,India,web,Male,Urban,0
796,873.4,17,UK,mobile,Male,Urban,0
797,932.8,1,USA,mobile,Female,Urban,1
798,569.48,16,Germany,web,Female,Urban,0
799,699.68,12,Germany,web,Male,Urban,0
800,923.27,3,UK,web,Male,Rural,0
801,710.17,10,Germany,web,Female,Urban,0
802,161.01,6,USA,web,Female,Urban,0
803,580.53,11,Germany,web,Female,Rural,1
804,610.65,9,UK,web,Male,Urban,0
805,429.89,6,USA,web,Female,Rural,0
806,739.08,12,UK,web,Male,Rural,1
807,935.02,6,Germany,mobile,Male,Urban,1
808,926.31,23,UK,web,Female,Rural,0
809,456.33,16,UK,mobile,Female,Urban,0
810,122.11,9,India,mobile,Male,Urban,0
811,984.99,9,Germany,web,Female,Rural,0
812,840.51,23,Germany,web,Female,Rural,1
813,133.42,3,UK,mobile,Male,Urban,0
814,921.63,19,India,mobile,Female,Rural,0
815,871.2,3,Germany,web,Male,Rural,0
816,523.65,21,USA,mobile,Male,Urban,0
817,595.36,6,UK,web,Female,Urban,0
818,405.01,21,Germany,web,Male,Rural,0
819,64.21,0,USA,web,Male,Urban,0
820,341.85,11,Germany,mobile,Female,Urban,0
821,804.82,23,USA,mobile,Female,Urban,0
822,14.59,12,UK,web,Female,Urban,0
823,340.16,9,Germany,mobile,Male,Urban,0
824,404.19,14,Germany,mobile,Male,Urban,0
825,542.02,12,India,mobile,Female,Urban,0
826,920.66,22,UK,mobile,Male,Rural,1
827,352.88,21,USA,mobile,Female,Urban,0
828,353.48,21,Germany,mobile,Female,Rural,0
829,740.13,20,Germany,mobile,Male,Rural,0
830,457.7,21,USA,web,Female,Rural,0
831,232.36,8,UK,mobile,Male,Urban,0
832,457.92,8,India,mobile,Male,Urban,0
833,149.45,14,India,mobile,Female,Rural,0
834,184.62,9,Germany,mobile,Male,Urban,0
835,503.38,23,USA,mobile,Female,Rural,0
836,424.74,9,Germany,mobile,Male,Urban,0
837,915.7,7,USA,mobile,Male,Urban,1
838,368.77,23,India,mobile,Male,Rural,0
839,584.78,15,UK,web,Female,Rural,0
840,635.94,16,USA,mobile,Male,Rural,0
841,22.96,4,India,mobile,Female,Urban,0
842,666.9,3,Germany,mobile,Male,Rural,0
843,186.26,17,USA,mobile,Male,Urban,1
844,961.46,23,UK,web,Female,Urban,0
845,157.18,18,Germany,web,Female,Urban,0
846,420.48,3,Germany,web,Female,Rural,0
847,94.5,6,India,web,Female,Rural,1
848,996.91,9,USA,web,Female,Rural,0
849,507.17,17,Germany,web,Male,Urban,0
850,599.43,18,UK,web,Male,Urban,0
851,76.41,3,USA,web,Female,Rural,0
852,752.46,9,UK,web,Male,Urban,1
853,217.81,0,Germany,web,Male,Urban,0
854,899.07,22,UK,web,Male,Rural,0
855,213.09,17,India,web,Female,Rural,0
856,198.78,4,UK,web,Male,Rural,0
857,46.18,14,USA,web,Male,Urban,0
858,477.35,16,UK,web,Male,Urban,0
859,569.19,2,UK,web,Female,Urban,1
860,75.05,11,India,mobile,Male,Urban,0
861,777.77,1,UK,web,Male,Urban,0
862,458.76,0,UK,mobile,Female,Rural,0
863,529.15,22,Germany,web,Female,Urban,0
864,446.36,20,Germany,web,Male,Urban,0
865,406.76,16,USA,mobile,Male,Urban,0
866,564.04,21,Germany,web,Female,Rural,0
867,163.69,15,Germany,mobile,Female,Rural,0
868,190.11,4,Germany,mobile,Female,Rural,0
869,863.17,14,Germany,mobile,Female,Urban,1
870,946.65,2,India,web,Female,Rural,1
871,379.58,6,Germany,web,Female,Rural,1
872,278.04,10,India,web,Female,Rural,0
873,647.56,9,India,mobile,Male,Urban,0
874,414.65,8,Germany,mobile,Female,Rural,0
875,35.13,13,UK,web,Female,Urban,0
876,164.59,12,India,web,Male,Urban,0
877,718.81,1,UK,web,Female,Rural,0
878,662.33,2,UK,web,Female,Urban,1
879,36.83,6,Germany,web,Male,Rural,1
880,229.75,20,USA,mobile,Female,Urban,0
881,238.76,17,Germany,mobile,Male,Rural,0
882,675.17,2,USA,mobile,Male,Rural,0
883,29.51,9,USA,web,Male,Rural,0
884,113.07,21,Germany,mobile,Male,Urban,0
885,801.92,6,Germany,mobile,Female,Rural,0
886,186.76,8,USA,mobile,Male,Urban,1
887,656.22,16,Germany,mobile,Male,Rural,0
888,245.8,10,USA,mobile,Female,Urban,0
889,108.45,6,UK,web,Male,Urban,0
890,250.74,23,Germany,mobile,Male,Rural,0
891,725.04,13,UK,web,Male,Rural,1
892,857.14,18,India,web,Male,Rural,1
893,831.92,3,UK,web,Female,Rural,0
894,403.21,5,UK,web,Male,Rural,0
895,671.4,9,USA,web,Female,Urban,0
896,212.93,6,UK,mobile,Female,Rural,0
897,300.22,12,Germany,mobile,Male,Rural,0
898,897.37,13,USA,web,Male,Urban,0
899,22.87,3,India,web,Male,Rural,0
900,94.65,7,Germany,web,Male,Rural,0
901,215.81,4,India,mobile,Female,Urban,0
902,36.27,0,UK,web,Female,Rural,0
903,189.62,3,Germany,mobile,Female,Rural,1
904,587.21,2,Germany,web,Male,Rural,0
905,427.21,8,India,mobile,Female,Urban,0
906,893.74,7,Germany,web,Male,Rural,1
907,819.27,0,Germany,mobile,Male,Urban,0
908,348.4,5,Germany,web,Male,Rural,0
909,266.83,8,UK,mobile,Male,Urban,0
910,385.9,6,India,mobile,Male,Rural,0
911,594.39,3,Germany,mobile,Female,Urban,0
912,275.38,12,USA,mobile,Female,Urban,0
913,627.91,16,USA,mobile,Male,Urban,0
914,415.32,1,USA,mobile,Female,Urban,0
915,556.53,4,USA,mobile,Male,Urban,0
916,441.77,11,UK,web,Male,Urban,0
917,301.52,20,Germany,web,Male,Rural,0
918,948.97,7,India,web,Female,Rural,0
919,765.97,5,Germany,web,Male,Urban,0
920,148.71,7,UK,web,Male,Urban,0
921,869.78,17,USA,mobile,Female,Urban,0
922,492.56,2,UK,mobile,Female,Urban,0
923,895.61,21,Germany,mobile,Female,Rural,0
924,801.86,11,India,mobile,Male,Urban,0
925,430.96,2,UK,mobile,Male,Rural,0
926,32.24,21,India,web,Female,Rural,0
927,275.99,5,UK,web,Male,Urban,0
928,546.22,1,India,web,Female,Urban,0
929,637.14,22,India,web,Female,Rural,0
930,265.31,11,USA,mobile,Male,Rural,0
931,147.96,1,India,mobile,Male,Urban,0
932,836.58,5,USA,mobile,Female,Urban,0
933,984.56,16,Germany,web,Female,Urban,0
934,530.43,2,Germany,mobile,Female,Rural,0
935,179.96,1,USA,web,Female,Rural,0
936,279.58,22,USA,mobile,Male,Urban,0
937,28.21,19,UK,mobile,Female,Rural,0
938,915.16,7,UK,web,Female,Rural,0
939,126.57,21,UK,mobile,Female,Urban,0
940,580.75,11,Germany,mobile,Male,Urban,0
941,281.31,3,UK,web,Male,Rural,0
942,558.64,4,India,mobile,Female,Rural,0
943,654.91,12,India,web,Male,Urban,0
944,831.44,14,UK,mobile,Male,Urban,0
945,214.36,22,India,mobile,Male,Urban,0
946,20.89,15,Germany,mobile,Female,Urban,0
947,145.52,9,India,mobile,Female,Urban,0
948,901.02,22,Germany,mobile,Male,Rural,0
949,875.15,15,USA,mobile,Female,Rural,1
950,601.44,11,USA,mobile,Female,Rural,0
951,604.51,16,USA,mobile,Male,Rural,1
952,668.39,15,USA,web,Male,Urban,0
953,183.62,11,India,web,Female,Urban,0
954,915.27,7,UK,mobile,Male,Urban,0
955,424.58,19,India,mobile,Female,Rural,0
956,389.31,2,Germany,web,Female,Rural,0
957,523.73,15,India,mobile,Male,Rural,0
958,56.5,12,India,mobile,Female,Urban,0
959,174.62,22,Germany,web,Female,Rural,0
960,740.65,18,USA,mobile,Male,Urban,0
961,91.97,7,USA,mobile,Male,Urban,0
962,607.12,21,USA,web,Male,Urban,0
963,252.9,4,UK,mobile,Female,Urban,0
964,395.4,19,Germany,mobile,Male,Urban,0
965,295.81,7,Germany,web,Male,Urban,0
966,362.12,23,India,mobile,Male,Rural,0
967,721.86,11,UK,web,Male,Urban,0
968,304.15,0,USA,mobile,Female,Urban,0
969,570.74,20,UK,mobile,Female,Rural,0
970,481.29,19,Germany,web,Male,Urban,0
971,667.03,5,Germany,web,Female,Rural,0
972,937.46,21,India,mobile,Male,Rural,0
973,735.25,17,India,web,Male,Rural,0
974,222.79,7,Germany,web,Female,Urban,0
975,40.87,6,USA,mobile,Female,Urban,0
976,269.64,0,USA,mobile,Male,Rural,0
977,599.13,20,UK,mobile,Male,Urban,0
978,60.91,15,Germany,web,Female,Urban,0
979,501.4,11,Germany,web,Male,Rural,0
980,600.87,5,USA,web,Female,Rural,0
981,340.9,19,USA,web,Male,Urban,0
982,773.2,1,Germany,mobile,Male,Rural,0
983,115.53,13,India,web,Female,Rural,1
984,84.39,3,Germany,mobile,Female,Rural,0
985,730.91,0,Germany,web,Female,Urban,0
986,500.54,22,USA,mobile,Female,Urban,0
987,691.52,17,USA,mobile,Female,Urban,0
988,440.48,12,India,mobile,Female,Rural,0
989,253.94,1,India,web,Female,Urban,0
990,820.91,8,UK,mobile,Male,Rural,1
991,801.42,20,Germany,mobile,Male,Urban,0
992,697.75,1,USA,web,Male,Urban,0
993,279.42,8,India,mobile,Female,Rural,0
994,594.33,0,UK,web,Female,Urban,0
995,367.36,10,UK,web,Female,Rural,1
996,100.67,2,USA,mobile,Male,Urban,0
997,918.14,19,USA,mobile,Female,Urban,0
998,145.45,22,UK,web,Female,Rural,1
999,950.73,3,India,mobile,Male,Rural,0
1000,451.55,17,UK,web,Female,Rural,0
